Autoritate contractanta,CUI,Tip autoritate,Tip activitate,Tip anunt,Tip procedura,Tip legislatie,Tip incheiere contract,Tip contract,Modalitate de desfasurare,Cu licitatie electronica?,Tip criteriu de atribuire,Cod CPV,Denumire CPV,Numar anunt initiere,Data publicare,Numar lot,Numar anunt atribuire,Data publicare,Data contract,Numar contract,Incheiar prin ,Valoare contract (RON),Ofertant,CUI ofertant,Oras,Tara
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,07/16/2021 00:00:00,2128,Cu acord cadru subsecvent,5,FELSIN FARM S.R.L.,RO 3024756,Bucuresti,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,08/16/2021 00:00:00,2422,Cu acord cadru subsecvent,8,FELSIN FARM S.R.L.,RO 3024756,Bucuresti,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,10/18/2021 00:00:00,3111,Cu acord cadru subsecvent,8,FELSIN FARM S.R.L.,RO 3024756,Bucuresti,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,11/05/2021 00:00:00,3287,Cu acord cadru subsecvent,9,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,04/13/2022 00:00:00,1132,Cu acord cadru subsecvent,7,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,08/02/2022 00:00:00,2315,Cu acord cadru subsecvent,9,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,09/07/2022 00:00:00,2575.1,Cu acord cadru subsecvent,5,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,10/10/2022 00:00:00,2879,Cu acord cadru subsecvent,27,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,11/08/2022 00:00:00,3213,Cu acord cadru subsecvent,13,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,12/09/2022 00:00:00,3492,Cu acord cadru subsecvent,5,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,04/11/2023 00:00:00,1140,Cu acord cadru subsecvent,9,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,05/16/2023 00:00:00,1375,Cu acord cadru subsecvent,13,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,07/10/2023 00:00:00,1932,Cu acord cadru subsecvent,9,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,08/17/2023 00:00:00,2316,Cu acord cadru subsecvent,8,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,10/19/2023 00:00:00,3105,Cu acord cadru subsecvent,9,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,5,CAN1058805,03/28/2024 13:02:43,12/13/2023 00:00:00,3618,Cu acord cadru subsecvent,7,ND PHARMA S.R.L.,22082443,Bacau,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,04/06/2021 00:00:00,950,Cu acord cadru,,FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,04/09/2021 00:00:00,1040,Cu acord cadru subsecvent,"7,570",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,05/18/2021 00:00:00,1404,Cu acord cadru subsecvent,"11,355",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,09/08/2021 00:00:00,2631,Cu acord cadru subsecvent,"11,355",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,11/08/2021 00:00:00,3296,Cu acord cadru subsecvent,"22,710",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,12/09/2021 00:00:00,3641,Cu acord cadru subsecvent,"11,355",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,01/19/2022 00:00:00,166,Cu acord cadru subsecvent,"11,355",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,03/18/2022 00:00:00,791,Cu acord cadru subsecvent,"11,670",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,04/27/2022 00:00:00,1261,Cu acord cadru subsecvent,"63,022",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,11/07/2022 00:00:00,3193,Cu acord cadru subsecvent,"17,895",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,02/03/2023 00:00:00,368,Cu acord cadru subsecvent,"11,670",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,05/18/2023 00:00:00,1408,Cu acord cadru subsecvent,"11,670",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,06/26/2023 00:00:00,1772,Cu acord cadru subsecvent,389,FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,50,CAN1058805,03/28/2024 13:02:43,08/23/2023 00:00:00,2397,Cu acord cadru subsecvent,"11,818",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,04/06/2021 00:00:00,951,Cu acord cadru,,FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,04/12/2021 00:00:00,1076,Cu acord cadru subsecvent,"7,116",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,05/21/2021 00:00:00,1438,Cu acord cadru subsecvent,"10,674",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,09/08/2021 00:00:00,2630,Cu acord cadru subsecvent,"10,674",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,10/22/2021 00:00:00,3160,Cu acord cadru subsecvent,"7,116",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,11/08/2021 00:00:00,3295,Cu acord cadru subsecvent,"14,232",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,02/10/2022 00:00:00,412,Cu acord cadru subsecvent,"7,116",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,03/18/2022 00:00:00,792,Cu acord cadru subsecvent,"19,795",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,09/30/2022 00:00:00,2813,Cu acord cadru subsecvent,"7,918",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,11/04/2022 00:00:00,3177,Cu acord cadru subsecvent,"11,877",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,02/14/2023 00:00:00,501,Cu acord cadru subsecvent,"11,877",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,05/18/2023 00:00:00,1407.1,Cu acord cadru subsecvent,"11,877",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,51,CAN1058805,03/28/2024 13:02:43,09/20/2023 00:00:00,2734,Cu acord cadru subsecvent,"24,052",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,04/06/2021 00:00:00,952,Cu acord cadru,,FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,04/15/2021 00:00:00,1123,Cu acord cadru subsecvent,"7,656",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,05/25/2021 00:00:00,1464,Cu acord cadru subsecvent,"5,104",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,06/17/2021 00:00:00,1788,Cu acord cadru subsecvent,"5,104",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,10/13/2021 00:00:00,3031,Cu acord cadru subsecvent,"5,104",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,01/05/2022 00:00:00,15,Cu acord cadru subsecvent,"11,484",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,03/18/2022 00:00:00,789,Cu acord cadru subsecvent,"11,830",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,03/18/2022 00:00:00,789.1,Cu acord cadru subsecvent,"11,740",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,05/20/2022 00:00:00,1553,Cu acord cadru subsecvent,"29,970",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,03/14/2023 00:00:00,897,Cu acord cadru subsecvent,"14,459",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,05/18/2023 00:00:00,1415,Cu acord cadru subsecvent,"7,887",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,06/16/2023 00:00:00,1678,Cu acord cadru subsecvent,"10,516",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
Spitalul Judetean de Urgenta Tulcea,4026712,Consiliul județean,Sanatate,Anunt de atribuire,Licitatie deschisa,Legea nr. 98/23.05.2016,Incheierea unui acord-cadru,Furnizare,Online,DA,Pretul cel mai scazut,33600000-6,Produse farmaceutice (Rev.2),CN1026588,12/01/2020 01:35:50,52,CAN1058805,03/28/2024 13:02:43,08/10/2023 00:00:00,2267,Cu acord cadru subsecvent,"7,995",FRESENIUS KABI ROMANIA,RO 3391027,Ghimbav,Romania
